Model,Product,Month,Payment_SAR,Principal_SAR,Interest_SAR,Balance_SAR
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),19,1437.47,1172.92,264.55,62445.97
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),20,1437.47,1177.79,259.67,61268.18
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),21,1437.47,1182.69,254.77,60085.49
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),22,1437.47,1187.61,249.86,58897.88
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),23,1437.47,1192.55,244.92,57705.33
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),24,1437.47,1197.51,239.96,56507.82
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),25,1437.47,1202.49,234.98,55305.33
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),26,1437.47,1207.49,229.98,54097.84
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),27,1437.47,1212.51,224.96,52885.33
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),28,1437.47,1217.55,219.91,51667.78
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),29,1437.47,1222.61,214.85,50445.17
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),30,1437.47,1227.7,209.77,49217.47
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),31,1437.47,1232.8,204.66,47984.67
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),32,1437.47,1237.93,199.54,46746.74
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),33,1437.47,1243.08,194.39,45503.66
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),34,1437.47,1248.25,189.22,44255.41
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),35,1437.47,1253.44,184.03,43001.98
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),36,1437.47,1258.65,178.82,41743.33
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),37,1437.47,1263.88,173.58,40479.44
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),38,1437.47,1269.14,168.33,39210.3
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),39,1437.47,1274.42,163.05,37935.89
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),40,1437.47,1279.72,157.75,36656.17
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),41,1437.47,1285.04,152.43,35371.13
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),42,1437.47,1290.38,147.08,34080.75
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),43,1437.47,1295.75,141.72,32785.01
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),44,1437.47,1301.14,136.33,31483.87
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),45,1437.47,1306.55,130.92,30177.33
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),46,1437.47,1311.98,125.49,28865.35
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),47,1437.47,1317.43,120.03,27547.91
BYD Seal 7 DM-i (Comfort),Auto Flex (48m),48,27662.47,1322.91,114.55,26225.0
BYD Seal 7 DM-i (Premium),Loan (60m),1,1809.69,1410.82,398.87,94509.18
BYD Seal 7 DM-i (Premium),Loan (60m),2,1809.69,1416.69,393.0,93092.49
BYD Seal 7 DM-i (Premium),Loan (60m),3,1809.69,1422.58,387.11,91669.91
BYD Seal 7 DM-i (Premium),Loan (60m),4,1809.69,1428.5,381.19,90241.41
BYD Seal 7 DM-i (Premium),Loan (60m),5,1809.69,1434.44,375.25,88806.98
BYD Seal 7 DM-i (Premium),Loan (60m),6,1809.69,1440.4,369.29,87366.58
BYD Seal 7 DM-i (Premium),Loan (60m),7,1809.69,1446.39,363.3,85920.19
BYD Seal 7 DM-i (Premium),Loan (60m),8,1809.69,1452.4,357.28,84467.78
BYD Seal 7 DM-i (Premium),Loan (60m),9,1809.69,1458.44,351.25,83009.34
BYD Seal 7 DM-i (Premium),Loan (60m),10,1809.69,1464.51,345.18,81544.83
BYD Seal 7 DM-i (Premium),Loan (60m),11,1809.69,1470.6,339.09,80074.23
BYD Seal 7 DM-i (Premium),Loan (60m),12,1809.69,1476.71,332.98,78597.52
BYD Seal 7 DM-i (Premium),Loan (60m),13,1809.69,1482.85,326.83,77114.66
BYD Seal 7 DM-i (Premium),Loan (60m),14,1809.69,1489.02,320.67,75625.64
BYD Seal 7 DM-i (Premium),Loan (60m),15,1809.69,1495.21,314.48,74130.43
BYD Seal 7 DM-i (Premium),Loan (60m),16,1809.69,1501.43,308.26,72629.0
BYD Seal 7 DM-i (Premium),Loan (60m),17,1809.69,1507.67,302.02,71121.33
BYD Seal 7 DM-i (Premium),Loan (60m),18,1809.69,1513.94,295.75,69607.38
BYD Seal 7 DM-i (Premium),Loan (60m),19,1809.69,1520.24,289.45,68087.14
BYD Seal 7 DM-i (Premium),Loan (60m),20,1809.69,1526.56,283.13,66560.58
BYD Seal 7 DM-i (Premium),Loan (60m),21,1809.69,1532.91,276.78,65027.68
BYD Seal 7 DM-i (Premium),Loan (60m),22,1809.69,1539.28,270.41,63488.39
BYD Seal 7 DM-i (Premium),Loan (60m),23,1809.69,1545.68,264.01,61942.71
BYD Seal 7 DM-i (Premium),Loan (60m),24,1809.69,1552.11,257.58,60390.6
BYD Seal 7 DM-i (Premium),Loan (60m),25,1809.69,1558.57,251.12,58832.03
BYD Seal 7 DM-i (Premium),Loan (60m),26,1809.69,1565.05,244.64,57266.99
BYD Seal 7 DM-i (Premium),Loan (60m),27,1809.69,1571.55,238.14,55695.43
BYD Seal 7 DM-i (Premium),Loan (60m),28,1809.69,1578.09,231.6,54117.34
BYD Seal 7 DM-i (Premium),Loan (60m),29,1809.69,1584.65,225.04,52532.69
BYD Seal 7 DM-i (Premium),Loan (60m),30,1809.69,1591.24,218.45,50941.45
BYD Seal 7 DM-i (Premium),Loan (60m),31,1809.69,1597.86,211.83,49343.6
BYD Seal 7 DM-i (Premium),Loan (60m),32,1809.69,1604.5,205.19,47739.09
BYD Seal 7 DM-i (Premium),Loan (60m),33,1809.69,1611.17,198.52,46127.92
BYD Seal 7 DM-i (Premium),Loan (60m),34,1809.69,1617.87,191.82,44510.04
BYD Seal 7 DM-i (Premium),Loan (60m),35,1809.69,1624.6,185.09,42885.44
BYD Seal 7 DM-i (Premium),Loan (60m),36,1809.69,1631.36,178.33,41254.09
BYD Seal 7 DM-i (Premium),Loan (60m),37,1809.69,1638.14,171.55,39615.94
BYD Seal 7 DM-i (Premium),Loan (60m),38,1809.69,1644.95,164.74,37970.99
BYD Seal 7 DM-i (Premium),Loan (60m),39,1809.69,1651.79,157.9,36319.2
BYD Seal 7 DM-i (Premium),Loan (60m),40,1809.69,1658.66,151.03,34660.54
BYD Seal 7 DM-i (Premium),Loan (60m),41,1809.69,1665.56,144.13,32994.98
BYD Seal 7 DM-i (Premium),Loan (60m),42,1809.69,1672.49,137.2,31322.49
BYD Seal 7 DM-i (Premium),Loan (60m),43,1809.69,1679.44,130.25,29643.05
BYD Seal 7 DM-i (Premium),Loan (60m),44,1809.69,1686.42,123.27,27956.63
BYD Seal 7 DM-i (Premium),Loan (60m),45,1809.69,1693.44,116.25,26263.19
BYD Seal 7 DM-i (Premium),Loan (60m),46,1809.69,1700.48,109.21,24562.71
BYD Seal 7 DM-i (Premium),Loan (60m),47,1809.69,1707.55,102.14,22855.16
BYD Seal 7 DM-i (Premium),Loan (60m),48,1809.69,1714.65,95.04,21140.51
BYD Seal 7 DM-i (Premium),Loan (60m),49,1809.69,1721.78,87.91,19418.73
BYD Seal 7 DM-i (Premium),Loan (60m),50,1809.69,1728.94,80.75,17689.79
BYD Seal 7 DM-i (Premium),Loan (60m),51,1809.69,1736.13,73.56,15953.67
BYD Seal 7 DM-i (Premium),Loan (60m),52,1809.69,1743.35,66.34,14210.32
BYD Seal 7 DM-i (Premium),Loan (60m),53,1809.69,1750.6,59.09,12459.72
BYD Seal 7 DM-i (Premium),Loan (60m),54,1809.69,1757.88,51.81,10701.84
BYD Seal 7 DM-i (Premium),Loan (60m),55,1809.69,1765.19,44.5,8936.65
BYD Seal 7 DM-i (Premium),Loan (60m),56,1809.69,1772.53,37.16,7164.13
BYD Seal 7 DM-i (Premium),Loan (60m),57,1809.69,1779.9,29.79,5384.23
BYD Seal 7 DM-i (Premium),Loan (60m),58,1809.69,1787.3,22.39,3596.93
BYD Seal 7 DM-i (Premium),Loan (60m),59,1809.69,1794.73,14.96,1802.2
BYD Seal 7 DM-i (Premium),Loan (60m),60,1809.69,1802.2,7.49,0.0
BYD Seal 7 DM-i (Premium),Auto Flex (48m),1,1643.01,1244.15,398.87,94675.85
BYD Seal 7 DM-i (Premium),Auto Flex (48m),2,1643.01,1249.32,393.69,93426.53
BYD Seal 7 DM-i (Premium),Auto Flex (48m),3,1643.01,1254.52,388.5,92172.02
BYD Seal 7 DM-i (Premium),Auto Flex (48m),4,1643.01,1259.73,383.28,90912.29
BYD Seal 7 DM-i (Premium),Auto Flex (48m),5,1643.01,1264.97,378.04,89647.31
BYD Seal 7 DM-i (Premium),Auto Flex (48m),6,1643.01,1270.23,372.78,88377.08
BYD Seal 7 DM-i (Premium),Auto Flex (48m),7,1643.01,1275.51,367.5,87101.57
BYD Seal 7 DM-i (Premium),Auto Flex (48m),8,1643.01,1280.82,362.2,85820.75
BYD Seal 7 DM-i (Premium),Auto Flex (48m),9,1643.01,1286.14,356.87,84534.61
BYD Seal 7 DM-i (Premium),Auto Flex (48m),10,1643.01,1291.49,351.52,83243.12
BYD Seal 7 DM-i (Premium),Auto Flex (48m),11,1643.01,1296.86,346.15,81946.26
BYD Seal 7 DM-i (Premium),Auto Flex (48m),12,1643.01,1302.25,340.76,80644.01
BYD Seal 7 DM-i (Premium),Auto Flex (48m),13,1643.01,1307.67,335.34,79336.34
BYD Seal 7 DM-i (Premium),Auto Flex (48m),14,1643.01,1313.11,329.91,78023.23
BYD Seal 7 DM-i (Premium),Auto Flex (48m),15,1643.01,1318.57,324.45,76704.66
BYD Seal 7 DM-i (Premium),Auto Flex (48m),16,1643.01,1324.05,318.96,75380.61
BYD Seal 7 DM-i (Premium),Auto Flex (48m),17,1643.01,1329.56,313.46,74051.05
BYD Seal 7 DM-i (Premium),Auto Flex (48m),18,1643.01,1335.09,307.93,72715.97
BYD Seal 7 DM-i (Premium),Auto Flex (48m),19,1643.01,1340.64,302.38,71375.33
BYD Seal 7 DM-i (Premium),Auto Flex (48m),20,1643.01,1346.21,296.8,70029.12
BYD Seal 7 DM-i (Premium),Auto Flex (48m),21,1643.01,1351.81,291.2,68677.31
BYD Seal 7 DM-i (Premium),Auto Flex (48m),22,1643.01,1357.43,285.58,67319.88
BYD Seal 7 DM-i (Premium),Auto Flex (48m),23,1643.01,1363.08,279.94,65956.8
BYD Seal 7 DM-i (Premium),Auto Flex (48m),24,1643.01,1368.74,274.27,64588.06
BYD Seal 7 DM-i (Premium),Auto Flex (48m),25,1643.01,1374.44,268.58,63213.63
BYD Seal 7 DM-i (Premium),Auto Flex (48m),26,1643.01,1380.15,262.86,61833.47
BYD Seal 7 DM-i (Premium),Auto Flex (48m),27,1643.01,1385.89,257.12,60447.58
BYD Seal 7 DM-i (Premium),Auto Flex (48m),28,1643.01,1391.65,251.36,59055.93
BYD Seal 7 DM-i (Premium),Auto Flex (48m),29,1643.01,1397.44,245.57,57658.49
BYD Seal 7 DM-i (Premium),Auto Flex (48m),30,1643.01,1403.25,239.76,56255.24
BYD Seal 7 DM-i (Premium),Auto Flex (48m),31,1643.01,1409.09,233.93,54846.15
BYD Seal 7 DM-i (Premium),Auto Flex (48m),32,1643.01,1414.95,228.07,53431.21
BYD Seal 7 DM-i (Premium),Auto Flex (48m),33,1643.01,1420.83,222.18,52010.38
BYD Seal 7 DM-i (Premium),Auto Flex (48m),34,1643.01,1426.74,216.28,50583.64
BYD Seal 7 DM-i (Premium),Auto Flex (48m),35,1643.01,1432.67,210.34,49150.97
BYD Seal 7 DM-i (Premium),Auto Flex (48m),36,1643.01,1438.63,204.39,47712.34
BYD Seal 7 DM-i (Premium),Auto Flex (48m),37,1643.01,1444.61,198.4,46267.73
BYD Seal 7 DM-i (Premium),Auto Flex (48m),38,1643.01,1450.62,192.4,44817.12
BYD Seal 7 DM-i (Premium),Auto Flex (48m),39,1643.01,1456.65,186.36,43360.47
BYD Seal 7 DM-i (Premium),Auto Flex (48m),40,1643.01,1462.71,180.31,41897.76
BYD Seal 7 DM-i (Premium),Auto Flex (48m),41,1643.01,1468.79,174.22,40428.97
BYD Seal 7 DM-i (Premium),Auto Flex (48m),42,1643.01,1474.9,168.12,38954.07
BYD Seal 7 DM-i (Premium),Auto Flex (48m),43,1643.01,1481.03,161.98,37473.04
BYD Seal 7 DM-i (Premium),Auto Flex (48m),44,1643.01,1487.19,155.83,35985.85
BYD Seal 7 DM-i (Premium),Auto Flex (48m),45,1643.01,1493.37,149.64,34492.48
BYD Seal 7 DM-i (Premium),Auto Flex (48m),46,1643.01,1499.58,143.43,32992.9
BYD Seal 7 DM-i (Premium),Auto Flex (48m),47,1643.01,1505.82,137.2,31487.08
BYD Seal 7 DM-i (Premium),Auto Flex (48m),48,31618.01,1512.08,130.93,29975.0
BYD Seal 7 DM-i (Ultimate),Loan (60m),1,2036.09,1587.32,448.77,106332.68
BYD Seal 7 DM-i (Ultimate),Loan (60m),2,2036.09,1593.92,442.17,104738.76
BYD Seal 7 DM-i (Ultimate),Loan (60m),3,2036.09,1600.55,435.54,103138.21
BYD Seal 7 DM-i (Ultimate),Loan (60m),4,2036.09,1607.21,428.88,101531.0
BYD Seal 7 DM-i (Ultimate),Loan (60m),5,2036.09,1613.89,422.2,99917.11
BYD Seal 7 DM-i (Ultimate),Loan (60m),6,2036.09,1620.6,415.49,98296.51
BYD Seal 7 DM-i (Ultimate),Loan (60m),7,2036.09,1627.34,408.75,96669.17
BYD Seal 7 DM-i (Ultimate),Loan (60m),8,2036.09,1634.11,401.98,95035.06
BYD Seal 7 DM-i (Ultimate),Loan (60m),9,2036.09,1640.9,395.19,93394.16
BYD Seal 7 DM-i (Ultimate),Loan (60m),10,2036.09,1647.73,388.36,91746.44
BYD Seal 7 DM-i (Ultimate),Loan (60m),11,2036.09,1654.58,381.51,90091.86
BYD Seal 7 DM-i (Ultimate),Loan (60m),12,2036.09,1661.46,374.63,88430.4
BYD Seal 7 DM-i (Ultimate),Loan (60m),13,2036.09,1668.37,367.72,86762.04
BYD Seal 7 DM-i (Ultimate),Loan (60m),14,2036.09,1675.3,360.79,85086.73
BYD Seal 7 DM-i (Ultimate),Loan (60m),15,2036.09,1682.27,353.82,83404.46
BYD Seal 7 DM-i (Ultimate),Loan (60m),16,2036.09,1689.27,346.82,81715.2
BYD Seal 7 DM-i (Ultimate),Loan (60m),17,2036.09,1696.29,339.8,80018.91
BYD Seal 7 DM-i (Ultimate),Loan (60m),18,2036.09,1703.34,332.75,78315.56
BYD Seal 7 DM-i (Ultimate),Loan (60m),19,2036.09,1710.43,325.66,76605.14
BYD Seal 7 DM-i (Ultimate),Loan (60m),20,2036.09,1717.54,318.55,74887.6
BYD Seal 7 DM-i (Ultimate),Loan (60m),21,2036.09,1724.68,311.41,73162.92
BYD Seal 7 DM-i (Ultimate),Loan (60m),22,2036.09,1731.85,304.24,71431.06
BYD Seal 7 DM-i (Ultimate),Loan (60m),23,2036.09,1739.05,297.03,69692.01
BYD Seal 7 DM-i (Ultimate),Loan (60m),24,2036.09,1746.29,289.8,67945.72
BYD Seal 7 DM-i (Ultimate),Loan (60m),25,2036.09,1753.55,282.54,66192.17
BYD Seal 7 DM-i (Ultimate),Loan (60m),26,2036.09,1760.84,275.25,64431.33
BYD Seal 7 DM-i (Ultimate),Loan (60m),27,2036.09,1768.16,267.93,62663.17
BYD Seal 7 DM-i (Ultimate),Loan (60m),28,2036.09,1775.51,260.57,60887.66
BYD Seal 7 DM-i (Ultimate),Loan (60m),29,2036.09,1782.9,253.19,59104.76
BYD Seal 7 DM-i (Ultimate),Loan (60m),30,2036.09,1790.31,245.78,57314.45
BYD Seal 7 DM-i (Ultimate),Loan (60m),31,2036.09,1797.76,238.33,55516.69
BYD Seal 7 DM-i (Ultimate),Loan (60m),32,2036.09,1805.23,230.86,53711.46
BYD Seal 7 DM-i (Ultimate),Loan (60m),33,2036.09,1812.74,223.35,51898.72
BYD Seal 7 DM-i (Ultimate),Loan (60m),34,2036.09,1820.28,215.81,50078.44
BYD Seal 7 DM-i (Ultimate),Loan (60m),35,2036.09,1827.85,208.24,48250.59
BYD Seal 7 DM-i (Ultimate),Loan (60m),36,2036.09,1835.45,200.64,46415.15
BYD Seal 7 DM-i (Ultimate),Loan (60m),37,2036.09,1843.08,193.01,44572.07
BYD Seal 7 DM-i (Ultimate),Loan (60m),38,2036.09,1850.74,185.35,42721.32
BYD Seal 7 DM-i (Ultimate),Loan (60m),39,2036.09,1858.44,177.65,40862.88
BYD Seal 7 DM-i (Ultimate),Loan (60m),40,2036.09,1866.17,169.92,38996.72
BYD Seal 7 DM-i (Ultimate),Loan (60m),41,2036.09,1873.93,162.16,37122.79
BYD Seal 7 DM-i (Ultimate),Loan (60m),42,2036.09,1881.72,154.37,35241.07
BYD Seal 7 DM-i (Ultimate),Loan (60m),43,2036.09,1889.55,146.54,33351.52
BYD Seal 7 DM-i (Ultimate),Loan (60m),44,2036.09,1897.4,138.69,31454.12
BYD Seal 7 DM-i (Ultimate),Loan (60m),45,2036.09,1905.29,130.8,29548.83
BYD Seal 7 DM-i (Ultimate),Loan (60m),46,2036.09,1913.22,122.87,27635.61
BYD Seal 7 DM-i (Ultimate),Loan (60m),47,2036.09,1921.17,114.92,25714.44
BYD Seal 7 DM-i (Ultimate),Loan (60m),48,2036.09,1929.16,106.93,23785.28
BYD Seal 7 DM-i (Ultimate),Loan (60m),49,2036.09,1937.18,98.91,21848.1
BYD Seal 7 DM-i (Ultimate),Loan (60m),50,2036.09,1945.24,90.85,19902.86
BYD Seal 7 DM-i (Ultimate),Loan (60m),51,2036.09,1953.33,82.76,17949.54
BYD Seal 7 DM-i (Ultimate),Loan (60m),52,2036.09,1961.45,74.64,15988.09
BYD Seal 7 DM-i (Ultimate),Loan (60m),53,2036.09,1969.61,66.48,14018.48
BYD Seal 7 DM-i (Ultimate),Loan (60m),54,2036.09,1977.8,58.29,12040.69
BYD Seal 7 DM-i (Ultimate),Loan (60m),55,2036.09,1986.02,50.07,10054.67
BYD Seal 7 DM-i (Ultimate),Loan (60m),56,2036.09,1994.28,41.81,8060.39
BYD Seal 7 DM-i (Ultimate),Loan (60m),57,2036.09,2002.57,33.52,6057.82
BYD Seal 7 DM-i (Ultimate),Loan (60m),58,2036.09,2010.9,25.19,4046.92
BYD Seal 7 DM-i (Ultimate),Loan (60m),59,2036.09,2019.26,16.83,2027.66
BYD Seal 7 DM-i (Ultimate),Loan (60m),60,2036.09,2027.66,8.43,0.0
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),1,1848.56,1399.79,448.77,106520.21
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),2,1848.56,1405.62,442.95,105114.59
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),3,1848.56,1411.46,437.1,103703.13
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),4,1848.56,1417.33,431.23,102285.8
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),5,1848.56,1423.22,425.34,100862.58
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),6,1848.56,1429.14,419.42,99433.43
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),7,1848.56,1435.08,413.48,97998.35
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),8,1848.56,1441.05,407.51,96557.3
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),9,1848.56,1447.04,401.52,95110.25
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),10,1848.56,1453.06,395.5,93657.19
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),11,1848.56,1459.1,389.46,92198.09
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),12,1848.56,1465.17,383.39,90732.91
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),13,1848.56,1471.26,377.3,89261.65
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),14,1848.56,1477.38,371.18,87784.27
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),15,1848.56,1483.53,365.04,86300.74
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),16,1848.56,1489.69,358.87,84811.05
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),17,1848.56,1495.89,352.67,83315.16
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),18,1848.56,1502.11,346.45,81813.05
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),19,1848.56,1508.36,340.21,80304.69
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),20,1848.56,1514.63,333.93,78790.06
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),21,1848.56,1520.93,327.64,77269.13
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),22,1848.56,1527.25,321.31,75741.88
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),23,1848.56,1533.6,314.96,74208.28
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),24,1848.56,1539.98,308.58,72668.3
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),25,1848.56,1546.38,302.18,71121.92
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),26,1848.56,1552.81,295.75,69569.1
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),27,1848.56,1559.27,289.29,68009.83
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),28,1848.56,1565.75,282.81,66444.08
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),29,1848.56,1572.27,276.3,64871.81
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),30,1848.56,1578.8,269.76,63293.01
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),31,1848.56,1585.37,263.19,61707.64
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),32,1848.56,1591.96,256.6,60115.68
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),33,1848.56,1598.58,249.98,58517.1
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),34,1848.56,1605.23,243.33,56911.87
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),35,1848.56,1611.9,236.66,55299.97
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),36,1848.56,1618.61,229.96,53681.36
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),37,1848.56,1625.34,223.22,52056.02
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),38,1848.56,1632.1,216.47,50423.93
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),39,1848.56,1638.88,209.68,48785.05
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),40,1848.56,1645.7,202.86,47139.35
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),41,1848.56,1652.54,196.02,45486.81
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),42,1848.56,1659.41,189.15,43827.39
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),43,1848.56,1666.31,182.25,42161.08
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),44,1848.56,1673.24,175.32,40487.84
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),45,1848.56,1680.2,168.36,38807.64
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),46,1848.56,1687.19,161.38,37120.45
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),47,1848.56,1694.2,154.36,35426.25
BYD Seal 7 DM-i (Ultimate),Auto Flex (48m),48,35573.56,1701.25,147.31,33725.0
BYD Song Plus DM-i (FWD),Loan (60m),1,1734.22,1351.99,382.23,90568.01
BYD Song Plus DM-i (FWD),Loan (60m),2,1734.22,1357.61,376.61,89210.4
BYD Song Plus DM-i (FWD),Loan (60m),3,1734.22,1363.26,370.97,87847.14
BYD Song Plus DM-i (FWD),Loan (60m),4,1734.22,1368.92,365.3,86478.22
BYD Song Plus DM-i (FWD),Loan (60m),5,1734.22,1374.62,359.61,85103.6
BYD Song Plus DM-i (FWD),Loan (60m),6,1734.22,1380.33,353.89,83723.27
BYD Song Plus DM-i (FWD),Loan (60m),7,1734.22,1386.07,348.15,82337.2
BYD Song Plus DM-i (FWD),Loan (60m),8,1734.22,1391.84,342.39,80945.36
BYD Song Plus DM-i (FWD),Loan (60m),9,1734.22,1397.62,336.6,79547.73
BYD Song Plus DM-i (FWD),Loan (60m),10,1734.22,1403.44,330.79,78144.3
BYD Song Plus DM-i (FWD),Loan (60m),11,1734.22,1409.27,324.95,76735.02
BYD Song Plus DM-i (FWD),Loan (60m),12,1734.22,1415.13,319.09,75319.89
BYD Song Plus DM-i (FWD),Loan (60m),13,1734.22,1421.02,313.21,73898.87
BYD Song Plus DM-i (FWD),Loan (60m),14,1734.22,1426.93,307.3,72471.95
BYD Song Plus DM-i (FWD),Loan (60m),15,1734.22,1432.86,301.36,71039.09
BYD Song Plus DM-i (FWD),Loan (60m),16,1734.22,1438.82,295.4,69600.27
BYD Song Plus DM-i (FWD),Loan (60m),17,1734.22,1444.8,289.42,68155.47
BYD Song Plus DM-i (FWD),Loan (60m),18,1734.22,1450.81,283.41,66704.66
BYD Song Plus DM-i (FWD),Loan (60m),19,1734.22,1456.84,277.38,65247.81
BYD Song Plus DM-i (FWD),Loan (60m),20,1734.22,1462.9,271.32,63784.91
BYD Song Plus DM-i (FWD),Loan (60m),21,1734.22,1468.98,265.24,62315.93
BYD Song Plus DM-i (FWD),Loan (60m),22,1734.22,1475.09,259.13,60840.84
BYD Song Plus DM-i (FWD),Loan (60m),23,1734.22,1481.23,253.0,59359.61
BYD Song Plus DM-i (FWD),Loan (60m),24,1734.22,1487.39,246.84,57872.23
BYD Song Plus DM-i (FWD),Loan (60m),25,1734.22,1493.57,240.65,56378.66
BYD Song Plus DM-i (FWD),Loan (60m),26,1734.22,1499.78,234.44,54878.87
BYD Song Plus DM-i (FWD),Loan (60m),27,1734.22,1506.02,228.2,53372.86
BYD Song Plus DM-i (FWD),Loan (60m),28,1734.22,1512.28,221.94,51860.57
BYD Song Plus DM-i (FWD),Loan (60m),29,1734.22,1518.57,215.65,50342.01
BYD Song Plus DM-i (FWD),Loan (60m),30,1734.22,1524.88,209.34,48817.12
BYD Song Plus DM-i (FWD),Loan (60m),31,1734.22,1531.22,203.0,47285.9
BYD Song Plus DM-i (FWD),Loan (60m),32,1734.22,1537.59,196.63,45748.3
BYD Song Plus DM-i (FWD),Loan (60m),33,1734.22,1543.99,190.24,44204.32
BYD Song Plus DM-i (FWD),Loan (60m),34,1734.22,1550.41,183.82,42653.91
BYD Song Plus DM-i (FWD),Loan (60m),35,1734.22,1556.85,177.37,41097.06
BYD Song Plus DM-i (FWD),Loan (60m),36,1734.22,1563.33,170.9,39533.73
BYD Song Plus DM-i (FWD),Loan (60m),37,1734.22,1569.83,164.39,37963.9
BYD Song Plus DM-i (FWD),Loan (60m),38,1734.22,1576.36,157.87,36387.55
BYD Song Plus DM-i (FWD),Loan (60m),39,1734.22,1582.91,151.31,34804.64
BYD Song Plus DM-i (FWD),Loan (60m),40,1734.22,1589.49,144.73,33215.14
BYD Song Plus DM-i (FWD),Loan (60m),41,1734.22,1596.1,138.12,31619.04
BYD Song Plus DM-i (FWD),Loan (60m),42,1734.22,1602.74,131.48,30016.3
BYD Song Plus DM-i (FWD),Loan (60m),43,1734.22,1609.4,124.82,28406.89
BYD Song Plus DM-i (FWD),Loan (60m),44,1734.22,1616.1,118.13,26790.8
